### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Tue Sep 19 07:41:48 2006
Levelengine_version 1


Music land/cave_2.ogg
Background_color_1 80 80 80
Background_color_2 20 20 20


Player 113 174
camera_limits 0 0 20000 -4000
EnemyStopper 6740 1912
EnemyStopper 6268 1890
EnemyStopper 5541 1890
EnemyStopper 4447 1449
EnemyStopper 4227 1555
EnemyStopper 3567 1556
EnemyStopper 2716 2419
EnemyStopper 3546 2419
EnemyStopper 2286 1918
EnemyStopper 1941 1922
EnemyStopper 1393 2034
EnemyStopper 1676 2032
EnemyStopper 1130 2138
EnemyStopper 858 2138
EnemyStopper 294 2190
EnemyStopper 579 2192
EnemyStopper 389 3149
EnemyStopper 678 3148
EnemyStopper 896 3254
EnemyStopper 1558 3696
EnemyStopper 1172 4025
EnemyStopper 1886 4021
EnemyStopper 2145 4020
EnemyStopper 2336 4027
EnemyStopper 2851 4023
EnemyStopper 3038 4028
EnemyStopper 2687 4026
EnemyStopper 2499 4019
EnemyStopper 3203 4023
EnemyStopper 3388 4025
EnemyStopper 3583 3944
EnemyStopper 4257 3943
EnemyStopper 4516 4023
EnemyStopper 4664 4023
EnemyStopper 5355 4110
EnemyStopper 5499 4110
EnemyStopper 6059 3584
EnemyStopper 6511 3584
EnemyStopper 8076 3325
GoldBox 285 352 4 1
GoldBox 329 352 4 1
BonusBox 373 352 AUTO
SpinBox 417 352
SpinBox 461 352
GoldBox 2378 263 4 1
BonusBox 3894 992 AUTO
GoldBox 4568 636 2 1
GoldBox 5623 934 2 1
SpinBox 6091 2071
SpinBox 6047 2071
SpinBox 6003 2071
GoldBox 5959 2071 4 1
BonusBox 5915 2071 AUTO
GoldBox 5238 1473 4 1
EnemyStopper 2542 2085
EnemyStopper 2835 2085
BonusBox 3062 2640 STAR
BonusBox 3018 2640 AUTO
GoldBox 4028 152 4 1
SpinBox 3812 1779
SpinBox 3856 1779
SpinBox 3857 1989
SpinBox 3814 1989
SpinBox 3814 2216
SpinBox 3857 2216
SpinBox 3106 2640
SpinBox 3150 2640
SpinBox 2409 2262
SpinBox 2453 2262
SpinBox 1961 2131
SpinBox 2005 2131
SpinBox 208 2411
SpinBox 164 2411
SpinBox 163 2583
SpinBox 207 2583
SpinBox 163 2927
SpinBox 207 2927
SpinBox 207 3099
SpinBox 163 3099
SpinBox 163 3271
SpinBox 207 3271
SpinBox 207 2755
SpinBox 163 2755
SpinBox 163 3443
BonusBox 207 3443 AUTO
GoldBox 1568 3285 2 1
GoldBox 1007 3724 2 1
SpinBox 780 3474
SpinBox 736 3474
SpinBox 692 3474
SpinBox 692 3646
SpinBox 778 3818
SpinBox 692 3990
SpinBox 778 4162
SpinBox 692 4334
SpinBox 778 4506
ClimbSprite ground/green_1/kplant.png 3596 1623 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 1665 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 1707 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 1749 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 1791 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 1833 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 1875 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 1917 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 1959 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2001 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2043 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2085 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2127 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2169 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2211 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2253 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2295 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2337 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2379 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2421 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2463 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2505 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2547 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 3596 2589 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2266 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2308 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2350 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2392 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2434 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2476 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2518 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2560 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2602 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2644 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2686 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2728 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2770 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2812 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2854 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2896 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2938 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2980 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 3022 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 3064 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 3106 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 3148 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 3190 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 3232 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 3274 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 3316 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4096 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4138 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4180 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4222 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4264 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4306 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4348 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4390 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4432 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4474 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4516 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4558 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4600 HALFMASSIVE
Goldpiece 1259 394 4
Goldpiece 1296 394 4
Goldpiece 2656 614 4
Goldpiece 2694 658 4
Goldpiece 2732 658 4
Goldpiece 2770 658 4
Goldpiece 2808 614 4
Goldpiece 3715 280 4
Goldpiece 3753 324 4
Goldpiece 3715 368 4
Goldpiece 3677 412 4
Goldpiece 3677 324 4
Goldpiece 3753 412 4
Goldpiece 3829 412 4
Goldpiece 3905 412 4
Goldpiece 3981 412 4
Goldpiece 3981 324 4
Goldpiece 3943 280 4
Goldpiece 3867 280 4
Goldpiece 3791 280 4
Goldpiece 3829 324 4
Goldpiece 3905 324 4
Goldpiece 3943 368 4
Goldpiece 3867 368 4
Goldpiece 3791 368 4
Goldpiece 3677 236 4
Goldpiece 3753 236 4
Goldpiece 3829 236 4
Goldpiece 3905 236 4
Goldpiece 3981 236 4
Goldpiece 3898 1101 4
Goldpiece 3898 1145 4
Goldpiece 3898 1189 4
Goldpiece 3898 1233 4
Goldpiece 4335 808 4
Goldpiece 4297 808 4
Goldpiece 4259 764 4
Goldpiece 4411 720 4
Goldpiece 4373 764 4
Goldpiece 4411 676 4
Goldpiece 4411 632 4
Goldpiece 4411 588 4
Goldpiece 4411 544 4
Goldpiece 5244 212 4
Goldpiece 5356 429 4
Goldpiece 5539 1091 4
Goldpiece 5577 1091 4
Goldpiece 5819 1194 4
Goldpiece 5857 1194 4
Goldpiece 6138 1372 4
Goldpiece 6176 1372 4
Goldpiece 6418 1530 4
Goldpiece 6456 1530 4
Goldpiece 6671 1682 4
Goldpiece 6709 1682 4
Goldpiece 6963 1764 4
Goldpiece 7077 1764 4
Goldpiece 7191 1764 4
Goldpiece 7305 1764 4
Goldpiece 7811 1879 4
Goldpiece 7498 1879 4
Goldpiece 5843 2072 4
Goldpiece 5805 2072 4
Goldpiece 5767 2072 4
Goldpiece 5729 2072 4
Goldpiece 5443 1990 4
Goldpiece 5405 1990 4
Goldpiece 3816 1925 4
Goldpiece 3854 1925 4
Goldpiece 3816 2158 4
Goldpiece 3854 2158 4
Goldpiece 2681 2571 4
Goldpiece 2643 2615 4
Goldpiece 2605 2571 4
Goldpiece 2605 2527 4
Goldpiece 2605 2483 4
Goldpiece 2605 2439 4
Goldpiece 2719 2527 4
Goldpiece 2322 2298 4
Goldpiece 2255 2255 4
Goldpiece 2158 2221 4
Goldpiece 1806 2228 4
Goldpiece 1713 2268 4
Goldpiece 1602 2266 4
Goldpiece 1173 2231 4
Goldpiece 1299 2262 4
Goldpiece 1402 2160 4
Goldpiece 554 2290 4
Goldpiece 684 2345 4
Goldpiece 829 2214 4
Goldpiece 170 2530 4
Goldpiece 208 2530 4
Goldpiece 170 2697 4
Goldpiece 208 2697 4
Goldpiece 170 2866 4
Goldpiece 208 2866 4
Goldpiece 170 3041 4
Goldpiece 208 3041 4
Goldpiece 170 3218 4
Goldpiece 208 3218 4
Goldpiece 170 3396 4
Goldpiece 208 3396 4
Goldpiece 694 3693 4
Goldpiece 781 3865 4
Goldpiece 695 4036 4
Goldpiece 781 4207 4
Goldpiece 696 4380 4
Goldpiece 780 4552 4
Goldpiece 1745 3507 4
Goldpiece 2269 4188 4
Goldpiece 2269 4232 4
Goldpiece 2269 4276 4
Goldpiece 2269 4144 4
Goldpiece 2345 4188 4
Goldpiece 2345 4144 4
Goldpiece 2421 4188 4
Goldpiece 2421 4144 4
Goldpiece 2497 4232 4
Goldpiece 2497 4276 4
Goldpiece 2573 4232 4
Goldpiece 2497 4188 4
Goldpiece 2497 4144 4
Goldpiece 2535 4144 4
Goldpiece 2573 4144 4
Goldpiece 2535 4232 4
Goldpiece 2649 4276 4
Goldpiece 2649 4232 4
Goldpiece 2649 4188 4
Goldpiece 2649 4144 4
Goldpiece 2687 4144 4
Goldpiece 2725 4144 4
Goldpiece 2725 4188 4
Goldpiece 2725 4232 4
Goldpiece 2725 4276 4
Goldpiece 2269 4320 4
Goldpiece 2307 4276 4
Goldpiece 2345 4232 4
Goldpiece 2383 4276 4
Goldpiece 2421 4276 4
Goldpiece 2421 4232 4
Goldpiece 2421 4320 4
Goldpiece 2497 4320 4
Goldpiece 2535 4320 4
Goldpiece 2573 4320 4
Goldpiece 2649 4320 4
Goldpiece 2687 4320 4
Goldpiece 2725 4320 4
Goldpiece 2801 4320 4
Goldpiece 2801 4276 4
Goldpiece 2801 4232 4
Goldpiece 2801 4188 4
Goldpiece 2801 4144 4
Goldpiece 2877 4320 4
Goldpiece 2877 4276 4
Goldpiece 2877 4232 4
Goldpiece 2839 4188 4
Goldpiece 2915 4188 4
Goldpiece 2953 4320 4
Goldpiece 2953 4276 4
Goldpiece 2953 4232 4
Goldpiece 2953 4188 4
Goldpiece 2953 4144 4
Goldpiece 3029 4320 4
Goldpiece 3029 4276 4
Goldpiece 3029 4232 4
Goldpiece 3067 4232 4
Goldpiece 3105 4232 4
Goldpiece 3105 4276 4
Goldpiece 3105 4320 4
Goldpiece 3067 4320 4
Goldpiece 3105 4188 4
Goldpiece 3105 4144 4
Goldpiece 3067 4144 4
Goldpiece 3029 4144 4
Goldpiece 3181 4320 4
Goldpiece 3181 4276 4
Goldpiece 3181 4232 4
Goldpiece 3181 4188 4
Goldpiece 3181 4144 4
Goldpiece 3219 4144 4
Goldpiece 3257 4144 4
Goldpiece 3257 4188 4
Goldpiece 3257 4232 4
Goldpiece 3257 4276 4
Goldpiece 3257 4320 4
Goldpiece 3219 4320 4
Goldpiece 3333 4320 4
Goldpiece 3371 4320 4
Goldpiece 3409 4320 4
Goldpiece 3409 4276 4
Goldpiece 3333 4276 4
Goldpiece 3333 4232 4
Goldpiece 3371 4232 4
Goldpiece 3409 4232 4
Goldpiece 3409 4188 4
Goldpiece 3409 4144 4
Goldpiece 3371 4144 4
Goldpiece 3333 4144 4
Goldpiece 3902 4274 4
Goldpiece 3902 4318 4
Goldpiece 3902 4362 4
Goldpiece 4733 4200 4
Goldpiece 5086 4200 4
Goldpiece 6073 3969 4
Goldpiece 6592 3726 4
Goldpiece 6923 3676 4
Goldpiece 7282 3541 4
Goldpiece 7631 3379 4
Levelexit 8875 3360 1 stephan_4_2
BonusBox 4055 4147 AUTO
